LAD_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La Facción Nacionalista;;;;;;;;;x;;;;
LAD_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La Facción Socialista;;;;;;;;;x;;;;
LAP_anarcho_liberal;Union Civica Radical;x;;;;;;;;;;;;
LAP_communist;Alianza Popular Revolucionaria;x;;;;;;;;;;;;
LAP_conservative;Partido Justicialista;x;;;;;;;;;;;;
LAP_fascist;Junta Renovadora;x;;;;;;;;;;;;
LAP_liberal;Frente para la Victoria;x;;;;;;;;;;;;
LAP_reactionary;Peronismo Federal;x;;;;;;;;;;;;
LAP_socialist;Partido Socialista;x;;;;;;;;;;;;
LBN_anarcho_liberal;Hizb al-Wataniyyin al-Ahrar;;;;;;;;;;;;;x
LBN_communist;Al-Hizb al-Shooyoo'i al-Lubnani;;;;;;;;;;;;;x
LBN_conservative;At-Tayyar al-Watani al-Horr;;;;;;;;;;;;;x
LBN_fascist;Phalanges Libanaises;;;;;;;;;;;;;x
LBN_liberal;Harakat al-Tajaddod al-Dimoqrati;;;;;;;;;;;;;x
LBN_reactionary;Harakat al-Qawmiyyin al-Arab;;;;;;;;;;;;;x
LBN_socialist;Hizb al-Taqadummi al-Ishtiraki;;;;;;;;;;;;;x
LIB_anarcho_liberal;Radical Party;Parti radical;Radical Party;;Partido Radical;;;;;;;;;x;;;;
LIB_communist;Communist Party;Parti communiste ;Communist Party;;Partido Comunista;;;;;;;;;x;;;;
LIB_conservative;Democratic Party;Parti démocrate;Democratic Party;;Partido Demócrata;;;;;;;;;x;;;;
LIB_conservative_2;Whig Party;Parti Whig;Whig Party;;Partido Whig;;;;;;;;;x;;;;
LIB_fascist;Fascist Party;Parti fasciste;Fascist Party;;Partido Fascista;;;;;;;;;x;;;;
LIB_liberal;Reform Party;Parti réformateur;Reform Party;;Partido Reformista;;;;;;;;;x;;;;
LIB_liberal_2;Pan-African Party;Parti pan-africain;Pan-African Party;;Partido Pan-africano;;;;;;;;;x;;;;
LIB_reactionary;Nationalist Party;Parti nationaliste;Nationalist Party;;Partido Nacionalista;;;;;;;;;x;;;;
LIB_socialist;African Revolutionary Party;Parti révolutionnaire africain;African Revolutionary Party;;Partido Revolucionario Africano;;;;;;;;;x;;;;
LIP_anarcho_liberal;Radikale Arbeiterpartei;Arbeiterpartei radical;Radikale Arbeiterpartei;;Radical Arbeiterpartei;;;;;;;;;x;;;;
LIP_communist;Kommunistische Arbeiterpartei;Arbeiterpartei communiste;Kommunistische Arbeiterpartei;;Communist Arbeiterpartei;;;;;;;;;x;;;;
LIP_conservative;Zentrumspartei;Zentrumspartei;Zentrumspartei;;Zentrumspartei;;;;;;;;;x;;;;
LIP_conservative_2;Konservative Partei;Konservative Partei;Konservative Partei;;Konservative Partei;;;;;;;;;x;;;;
LIP_conservative_3;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;;Christsoz. Arbeiterpartei;;;;;;;;;x;;;;
LIP_fascist;NSDP;NSDP;NSDP;;NSDP;;;;;;;;;x;;;;
LIP_liberal;Liberaldem. Partei;Liberaldem. Partei;Liberaldem. Partei;;Liberaldem. Partei;;;;;;;;;x;;;;
LIP_liberal_2;Nationalliberale ;Nationalliberale ;Nationalliberale ;;Nationalliberale ;;;;;;;;;x;;;;
LIP_liberal_3;Freisinnige Partei;Freisinnige Partei;Freisinnige Partei;;Freisinnige Partei;;;;;;;;;x;;;;
LIP_reactionary;Nationale Partei;Nationale Partei;Nationale Partei;;Nationale Partei;;;;;;;;;x;;;;
LIP_socialist;Deutscher Arbeiterverein;Deutscher Arbeiterverein;Deutscher Arbeiterverein;;Deutscher Arbeiterverein;;;;;;;;;x;;;;
LIP_socialist_2;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;;Sozialdem. Arbeiterpartei ;;;;;;;;;x;;;;
LIP_socialist_3;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;;Sozial. Arbeiterpartei ;;;;;;;;;x;;;;
LIT_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La Facción Radical;;;;;;;;;x;;;;
LIT_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La Facción Comunista;;;;;;;;;x;;;;
LIT_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción Real;;;;;;;;;x;;;;
LIT_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La Facción Fascista;;;;;;;;;x;;;;
LIT_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La Facción Liberal;;;;;;;;;x;;;;
LIT_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La Facción Nacionalista;;;;;;;;;x;;;;
LIT_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La Facción Socialista;;;;;;;;;x;;;;
LIV_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La Facción Radical;;;;;;;;;x;;;;
LIV_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La Facción Comunista;;;;;;;;;x;;;;
LIV_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción Real;;;;;;;;;x;;;;
LIV_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La Facción Fascista;;;;;;;;;x;;;;
LIV_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La Facción Liberal;;;;;;;;;x;;;;
LIV_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La Facción Nacionalista;;;;;;;;;x;;;;
LIV_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La Facción Socialista;;;;;;;;;x;;;;
LOM_anarcho_liberal;Radicali;Radical;Radikali;;Radical;;;;;;;;;x;;;;
LOM_communist;Rivoluzionari;Revoluzionari;Revoluzionari;;Revoluzionari;;;;;;;;;x;;;;
LOM_conservative;Transigenti;Transigenti;Transigenti;;Transigenti;;;;;;;;;x;;;;
LOM_fascist;Fascisti;Fasciste;Fascisti;;Fascista;;;;;;;;;x;;;;
LOM_liberal;Intransigenti;Intransigenti;Intransigenti;;Intransigenti;;;;;;;;;x;;;;
LOM_reactionary;Monarchici;Monarchisti;Monarchisti;;Monarchisti;;;;;;;;;x;;;;
LOM_reactionary_2;Cattolici;Cattolici;Cattolici;;Cattolici;;;;;;;;;x;;;;
LOM_socialist;Socialisti;Socialisti;Socialisti;;Socialisti;;;;;;;;;x;;;;
LOS;Los Altos;;;;;Los Altos;;;;;;;;x
LOS_ADJ;Losaltan;;;;;Altenses;;;;;;;;x
LOS_conservative;Partido Conservador;Partido Conservador;Partido Conservador;;;;;;;;;;;;x;;;;;;;;;;;;;;
LOS_liberal;Partido Liberal;Partido Liberal;Partido Liberal;;;;;;;;;;;;x;;;;;;;;;;;;;;
LOS_reactionary;Partido Nationalist;Partido nationaliste;Partido Nationalist;;;;;;;;;;;;x;;;;;;;;;;;;;;
LOS_anarcho_liberal;Partido Radical;Partido Radical;Partido Radical;;;;;;;;;;;;x;;;;;;;;;;;;;;
LOS_socialist;Partido Socialist;Partido socialiste;Partido Socialist;;;;;;;;;;;;x;;;;;;;;;;;;;;
LOS_communist;Partido Communist;Partido communiste;Partido Communist;;;;;;;;;;;;x;;;;;;;;;;;;;;
LOS_fascist;Partido Fascist;Partido fasciste;Partido Fascist;;;;;;;;;;;;x;;;;;;;;;;;;;;
LUA_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La Facción Radical;;;;;;;;;x;;;;
LUA_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La Facción Comunista;;;;;;;;;x;;;;
LUA_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción Real;;;;;;;;;x;;;;
LUA_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La Facción Fascista;;;;;;;;;x;;;;
LUA_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La Facción Liberal;;;;;;;;;x;;;;
LUA_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La Facción Nacionalista;;;;;;;;;x;;;;
LUA_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La Facción Socialista;;;;;;;;;x;;;;
LUB_anarcho_liberal;Radikale Arbeiterpartei;Arbeiterpartei radical;Radikale Arbeiterpartei;;Radical Arbeiterpartei;;;;;;;;;x;;;;
LUB_communist;Communist Arbeiterpartie;Arbeiterpartie communiste;Kommunistische Arbeiterpartei;;Communist Arbeiterpartie;;;;;;;;;x;;;;
LUB_conservative;Zentrumspartei;Zentrumspartei;Zentrumspartei;;Zentrumspartei;;;;;;;;;x;;;;
LUB_conservative_2;Konservative Partei;Konservative Partei;Konservative Partei;;Konservative Partei;;;;;;;;;x;;;;
LUB_conservative_3;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;;Christsoz. Arbeiterpartei;;;;;;;;;x;;;;
LUB_fascist;NSDP;NSDP;NSDP;;NSDP;;;;;;;;;x;;;;
LUB_liberal;Liberaldem. Partei;Liberaldem. Partei;Liberaldem. Partei;;Liberaldem. Partei;;;;;;;;;x;;;;
LUB_liberal_2;Nationalliberale ;Nationalliberale ;Nationalliberale ;;Nationalliberale ;;;;;;;;;x;;;;
LUB_liberal_3;Freisinnige Partei;Freisinnige Partei;Freisinnige Partei;;Freisinnige Partei;;;;;;;;;x;;;;
LUB_reactionary;Nationale Partei;Nationale Partei;Nationale Partei;;Nationale Partei;;;;;;;;;x;;;;
LUB_socialist;Deutscher Arbeiterverein;Deutscher Arbeiterverein;Deutscher Arbeiterverein;;Deutscher Arbeiterverein;;;;;;;;;x;;;;
LUB_socialist_2;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;;Sozialdem. Arbeiterpartei ;;;;;;;;;x;;;;
LUB_socialist_3;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;;Sozial. Arbeiterpartei ;;;;;;;;;x;;;;
LUC_anarcho_liberal;Radicali;Radical;Radikali;;Radical;;;;;;;;;x;;;;
LUC_communist;Comunisti;Communiste;Communisti;;Comunista;;;;;;;;;x;;;;
LUC_conservative;Moderati ;Moderati ;Moderati;;Moderati ;;;;;;;;;x;;;;
LUC_conservative_2;Popolari;Popolari;Popolari;;Popolari;;;;;;;;;x;;;;
LUC_fascist;Fascisti;Fasciste;Fascisti;;Fascista;;;;;;;;;x;;;;
LUC_liberal;Riformisti ;Reformisti ;Reformisti;;Reformisti ;;;;;;;;;x;;;;
LUC_liberal_2;Liberale;Liberale;Liberali;;Liberale;;;;;;;;;x;;;;
LUC_reactionary;Restaurazionisti;Ristorazionista;Ristorazionista;;Ristorazionista;;;;;;;;;x;;;;
LUC_socialist;Socialisti;Sozialisti;Sozialisti;;Sozialisti;;;;;;;;;x;;;;
LUX_anarcho_liberal;Radical Fraktion;Radical Fraktion;Radikale Fraktion;;Radical Fraktion;;;;;;;;;x;;;;
LUX_communist;Communist Fraktion;Communist Fraktion;Kommunistische Fraktion;;Communist Fraktion;;;;;;;;;x;;;;
LUX_conservative;Konservative Fraktion;Konservative Fraktion;Konservative Fraktion;;Konservative Fraktion;;;;;;;;;x;;;;
LUX_fascist;Fascist Fraktion;Fascist Fraktion;Faschistische Fraktion;;Fascist Fraktion;;;;;;;;;x;;;;
LUX_liberal;Liberale Fraktion;Liberale Fraktion;Liberale Fraktion;;Liberale Fraktion;;;;;;;;;x;;;;
LUX_reactionary;Nationalist Fraktion;Nationalist Fraktion;Nationalistische Fraktion;;Nationalist Fraktion;;;;;;;;;x;;;;
LUX_socialist;Sozialist Fraktion;Sozialist Fraktion;Sozialistische Fraktion;;Sozialist Fraktion;;;;;;;;;x;;;;
LYB_anarcho_liberal;Libertarian Party;Partido Radical;Partido Radical;;;;;;;;;;;;x;;;;;;;;;;;;;;
LYB_communist;Communist Party;Partido communiste;Partido Communist;;;;;;;;;;;;x;;;;;;;;;;;;;;
LYB_conservative;Conservative Party;Partido Conservador;Partido Conservador;;;;;;;;;;;;x;;;;;;;;;;;;;;
LYB_fascist;Fascist Party;Partido fasciste;Partido Fascist;;;;;;;;;;;;x;;;;;;;;;;;;;;
LYB_liberal;Liberal Party;Partido Liberal;Partido Liberal;;;;;;;;;;;;x;;;;;;;;;;;;;;
LYB_reactionary;Radical Party;Partido nationaliste;Partido Nationalist;;;;;;;;;;;;x;;;;;;;;;;;;;;
LYB_socialist;Socialist Party;Partido socialiste;Partido Socialist;;;;;;;;;;;;x;;;;;;;;;;;;;;
MAD_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La Facción Radical;;;;;;;;;x
MAD_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La Facción Comunista;;;;;;;;;x
MAD_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción Real;;;;;;;;;x
MAD_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La Facción Fascista;;;;;;;;;x
MAD_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La Facción Liberal;;;;;;;;;x
MAD_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La Facción Nacionalista;;;;;;;;;x
MAD_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La Facción Socialista;;;;;;;;;x
MAK_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La Facción Radical;;;;;;;;;x;;;;
MAK_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La Facción Comunista;;;;;;;;;x;;;;
MAK_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción Real;;;;;;;;;x;;;;
MAK_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La Facción Fascista;;;;;;;;;x;;;;
MAK_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La Facción Liberal;;;;;;;;;x;;;;
MAK_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La Facción Nacionalista;;;;;;;;;x;;;;
MAK_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La Facción Socialista;;;;;;;;;x;;;;
MAN_anarcho_liberal;Radical;Radical;Radikale;;Radical;;;;;;;;;x;;;;
MAN_communist;Communist;Communiste;Kommunistisch;;Comunista;;;;;;;;;x;;;;
MAN_conservative;Reunionist;Réunioniste;Reunionisten;;Reunionista;;;;;;;;;x;;;;
MAN_fascist;Fascist;Fasciste;Faschisten;;Fascista;;;;;;;;;x;;;;
MAN_liberal;Tammany Hall;Tammany Hall;Tammany Hall;;Tammany Hall;;;;;;;;;x;;;;
MAN_reactionary;Nationalist;Nationaliste;Nationalisten;;Nacionalista;;;;;;;;;x;;;;
MAN_socialist;Independent Communist;Communiste indépendant;Unabhängige Kommunisten;;Comunista Independiente;;;;;;;;;x;;;;
MAS_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
MAS_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;
MAS_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;
MAS_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;x;
MAS_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;
MAS_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;
MAS_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;
MAS_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;x;
MAS_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;
MCK_anarcho_liberal;A Very Unlikely Candidate;Un candidat très improbable;Ein äußerst merkwürdiger Kandidat;;Un candidato muy improbable;;;;;;;;;x
MCK_communist;Chinese Communist Party;Parti communiste chinois;Kommunistische Partei China;;Partido Comunista Chino;;;;;;;;;x
MCK_conservative;Palace Faction;Faction palatiale;Palastfraktion;;Facción Palaciega;;;;;;;;;x
MCK_fascist;Fascist Party;Parti fasciste;Faschistische Partei;;Partido Fascista;;;;;;;;;x
MCK_liberal;Liberal Party;Parti libéral;Liberale Partei;;Partido Liberal;;;;;;;;;x
MCK_reactionary;Restoration Faction;Faction de la restauration;Restaurationsfraktion;;Facción de la Restauración;;;;;;;;;x
MCK_socialist;Manchu Socialist Party;Parti socialiste mandchou;Sozialistische Partei Mandschurei;;Partido Socialista Manchú;;;;;;;;;x
MEC_anarcho_liberal;Radikale Arbeiterpartei;Arbeieterpartei radical;Radical Arbeiterpartei;;Radical Arbeieterpartei;;;;;;;;;x;;;;
MEC_communist;Kommunistische Arbeiterpartei;Arbeiterpartei communiste;Kommunistische Arbeiterpartei;;Communist Arbeiterpartei;;;;;;;;;x;;;;
MEC_conservative;Zentrumspartei;Zentrumspartei;Zentrumspartei;;Zentrumspartei;;;;;;;;;x;;;;
MEC_conservative_2;Konservative Partei;Konservative Partei;Konservative Partei;;Konservative Partei;;;;;;;;;x;;;;
MEC_conservative_3;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;;Christsoz. Arbeiterpartei;;;;;;;;;x;;;;
MEC_fascist;NSDP;NSDP;NSDP;;NSDP;;;;;;;;;x;;;;
MEC_liberal;Liberaldem. Partei;Liberaldem. Partei;Liberaldem. Partei;;Liberaldem. Partei;;;;;;;;;x;;;;
MEC_liberal_2;Nationalliberale ;Nationalliberale ;Nationalliberale ;;Nationalliberale ;;;;;;;;;x;;;;
MEC_liberal_3;Freisinnige Partei;Freisinnige Partei;Freisinnige Partei;;Freisinnige Partei;;;;;;;;;x;;;;
MEC_reactionary;Nationale Partei;Nationale Partei;Nationale Partei;;Nationale Partei;;;;;;;;;x;;;;
MEC_socialist;Deutscher Arbeiterverein;Deutscher Arbeiterverein;Deutscher Arbeiterverein;;Deutscher Arbeiterverein;;;;;;;;;x;;;;
MEC_socialist_2;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;;Sozialdem. Arbeiterpartei ;;;;;;;;;x;;;;
MEC_socialist_3;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;;Sozial. Arbeiterpartei ;;;;;;;;;x;;;;
MEI_anarcho_liberal;Radikale Arbeiterpartei;Arbeiterpartei radical;Radikale Arbeiterpartei;;Radical Arbeiterpartei;;;;;;;;;x;;;;
MEI_communist;Kommunistische Arbeiterpartei;Communiste Arneiterpartei;Communist Arbeiterpartei;;Communist Arneiterpartei;;;;;;;;;x;;;;
MEI_conservative;Zentrumspartei;Zentrumspartei;Zentrumspartei;;Zentrumspartei;;;;;;;;;x;;;;
MEI_conservative_2;Konservative Partei;Konservative Partei;Konservative Partei;;Konservative Partei;;;;;;;;;x;;;;
MEI_conservative_3;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;;Christsoz. Arbeiterpartei;;;;;;;;;x;;;;
MEI_fascist;NSDP;NSDP;NSDP;;NSDP;;;;;;;;;x;;;;
MEI_liberal;Liberaldem. Partei;Liberaldem. Partei;Liberaldem. Partei;;Liberaldem. Partei;;;;;;;;;x;;;;
MEI_liberal_2;Nationalliberale ;Nationalliberale ;Nationalliberale ;;Nationalliberale ;;;;;;;;;x;;;;
MEI_liberal_3;Freisinnige Partei;Freisinnige Partei;Freisinnige Partei;;Freisinnige Partei;;;;;;;;;x;;;;
MEI_reactionary;Nationale Partei;Nationale Partei;Nationale Partei;;Nationale Partei;;;;;;;;;x;;;;
MEI_socialist;Deutscher Arbeiterverein;Deutscher Arbeiterverein;Deutscher Arbeiterverein;;Deutscher Arbeiterverein;;;;;;;;;x;;;;
MEI_socialist_2;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;;Sozialdem. Arbeiterpartei ;;;;;;;;;x;;;;
MEI_socialist_3;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;;Sozial. Arbeiterpartei ;;;;;;;;;x;;;;
MEW_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La Facción Radical;;;;;;;;;x;;;;
MEW_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La Facción Comunista;;;;;;;;;x;;;;
MEW_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción Real;;;;;;;;;x;;;;
MEW_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La Facción Fascista;;;;;;;;;x;;;;
MEW_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La Facción Liberal;;;;;;;;;x;;;;
MEW_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La Facción Nacionalista;;;;;;;;;x;;;;
MEW_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La Facción Socialista;;;;;;;;;x;;;;
MEX_anarcho_liberal;Partido Federalista;Partido Federalista;Partido Federalista;;Partido Federalista;;;;;;;;;x;;;;
MEX_anarcho_liberal_2;Nueva Alianza;Partido Federalista;Partido Federalista;;Partido Federalista;;;;;;;;;x;;;;
MEX_communist;Partido Comunista Mexicano;Partido Comunista Mexicano;Partido Comunista Mexicano;;Partido Comunista;;;;;;;;;x;;;;
MEX_communist_2;Partido Liberal Mexicano;Partido Comunista Mexicano;Partido Comunista Mexicano;;Partido Comunista;;;;;;;;;x;;;;
MEX_communist_3;Partido Socialista Unificado de México;Partido Comunista Mexicano;Partido Comunista Mexicano;;Partido Comunista;;;;;;;;;x;;;;
MEX_communist_4;Partido del Trabajo;Partido Comunista Mexicano;Partido Comunista Mexicano;;Partido Comunista;;;;;;;;;x;;;;
MEX_conservative;Partido Conservador;Partido Conservador;Partido Conservador;;Partido Conservador;;;;;;;;;x;;;;
MEX_conservative_2;Partido Moderado Liberal;Partido Moderado Liberal;Partido Moderado Liberal;;Partido Moderado Liberal;;;;;;;;;x;;;;
MEX_conservative_3;Partido Constitucionalista;Partido Constitucionalista;Partido Constitucionalista;;Partido Constitucionalista;;;;;;;;;x;;;;
MEX_conservative_4;El Porfiriato;Partido Constitucionalista;Partido Constitucionalista;;Partido Constitucionalista;;;;;;;;;x;;;;
MEX_conservative_5;Partido Revolucionario Institucional;Partido Constitucionalista;Partido Constitucionalista;;Partido Constitucionalista;;;;;;;;;x;;;;
MEX_conservative_6;Partido Verde Ecologista de México;Partido Constitucionalista;Partido Constitucionalista;;Partido Constitucionalista;;;;;;;;;x;;;;
MEX_conservative_7;Partido Revolucionario Institucional;Partido Constitucionalista;Partido Constitucionalista;;Partido Constitucionalista;;;;;;;;;x;;;;
MEX_conservative_8;Partido de Centro Democrático;Partido Constitucionalista;Partido Constitucionalista;;Partido Constitucionalista;;;;;;;;;x;;;;
MEX_conservative_9;Democracia Social;Partido Constitucionalista;Partido Constitucionalista;;Partido Constitucionalista;;;;;;;;;x;;;;
MEX_conservative_10;Partido Encuentro Social;Partido Constitucionalista;Partido Constitucionalista;;Partido Constitucionalista;;;;;;;;;x;;;;
MEX_fascist;Partido Fascista;Partido fasciste;Partido Fascist;;Partido Fascista;;;;;;;;;x;;;;
MEX_liberal;Partido Liberal;Partido Liberal;Partido Liberal;;Partido Liberal;;;;;;;;;x;;;;
MEX_liberal_2;Partido Radical Liberal;Partido Radical Liberal;Partido Radical Liberal;;Partido Radical Liberal;;;;;;;;;x;;;;
MEX_liberal_3;Partido Progresista;Partido Progresista;Partido Progresista;;Partido Progresista;;;;;;;;;x;;;;
MEX_liberal_4;Partido Antireelecionista;Partido Antireelecionista;Partido Antireelecionista;;Partido Antireelecionista;;;;;;;;;x;;;;
MEX_liberal_5;Partido Acción Nacional;Partido Progresista;Partido Progresista;;Partido Progresista;;;;;;;;;x;;;;
MEX_liberal_6;Partido Humanista;Partido Progresista;Partido Progresista;;Partido Progresista;;;;;;;;;x;;;;
MEX_reactionary;Partido Imperialista;Partido Imperialista;Partido Imperialista;;Partido Imperialista;;;;;;;;;x;;;;
MEX_socialist;Partido Socialista;Partido socialiste;Partido Socialist;;Partido Socialista;;;;;;;;;x;;;;
MEX_socialist_2;Partido Nacional Revolucionario;Partido socialiste;Partido Socialist;;Partido Socialista;;;;;;;;;x;;;;
MEX_socialist_3;Partido de la Revolución Mexicana;Partido socialiste;Partido Socialist;;Partido Socialista;;;;;;;;;x;;;;
MEX_socialist_4;Partido Revolucionario Institucional;Partido socialiste;Partido Socialist;;Partido Socialista;;;;;;;;;x;;;;
MEX_socialist_5;Partido Auténtico de la Revolución Mexicana;Partido socialiste;Partido Socialist;;Partido Socialista;;;;;;;;;x;;;;
MEX_socialist_6;Partido Patriótico de México;Partido socialiste;Partido Socialist;;Partido Socialista;;;;;;;;;x;;;;
MEX_socialist_7;Partido Mexicano de los Trabajadores;Partido socialiste;Partido Socialist;;Partido Socialista;;;;;;;;;x;;;;
MEX_socialist_8;Partido Mexicano Socialista;Partido socialiste;Partido Socialist;;Partido Socialista;;;;;;;;;x;;;;
MEX_socialist_9;Partido de la Revolución Democrática;Partido socialiste;Partido Socialist;;Partido Socialista;;;;;;;;;x;;;;
MEX_socialist_10;Movimiento Ciudadano;Partido socialiste;Partido Socialist;;Partido Socialista;;;;;;;;;x;;;;
MEX_socialist_11;Movimiento Regeneración Nacional;Partido socialiste;Partido Socialist;;Partido Socialista;;;;;;;;;x;;;;
MGH_anarcho_liberal;Republican People's Party;x;;;;;;;;;;;;
MGH_communist;Communist Party of the Action;x;;;;;;;;;;;;
MGH_conservative;Party of Sustainable Development;x;;;;;;;;;;;;
MGH_fascist;Order Marinitov;x;;;;;;;;;;;;
MGH_liberal;Federalist Democratic Party;x;;;;;;;;;;;;
MGH_reactionary;Order of the Muslim Senusitov;x;;;;;;;;;;;;
MGH_socialist;Baath;x;;;;;;;;;;;;
MGL_anarcho_liberal;Freedom Party;Parti de la liberté;Freiheitspartei;;Partido Libertario;;;;;;;;;x
MGL_communist;Communist Party;Parti communiste ;Kommunistische Partei;;Partido Comunista;;;;;;;;;x
MGL_conservative;Conservative Party;Parti conservateur;Konservative Partei;;Partido Conservador;;;;;;;;;x
MGL_fascist;Unity Party;Parti unitaire;Einheitspartei;;Partido de la Unidad;;;;;;;;;x
MGL_liberal;Liberal Party;Parti libéral;Liberale Partei;;Partido Liberal;;;;;;;;;x
MGL_reactionary;Lama Faction;Faction Lama;Lama-Fraktion;;Facción Lama;;;;;;;;;x
MGL_socialist;Socialist Party;Parti socialiste;Sozialistische Partei;;Partido Socialista;;;;;;;;;x
MIC_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
MIC_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;
MIC_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;
MIC_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;x;
MIC_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;
MIC_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;
MIC_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;
MIC_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;x;
MIC_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;
MNG_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
MNG_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;
MNG_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;
